term,stem,count,sample_size,ratio,google_w2v_x,google_w2v_y
"damage","damag","7","1000","0.007","0","0"
"daily","daili","7","1000","0.007","0","0"
"current","current","7","1000","0.007","0","0"
"created","creat","7","1000","0.007","0","0"
"contributing","contribut","7","1000","0.007","0","0"
"considered","consid","7","1000","0.007","0","0"
"confront","confront","7","1000","0.007","0","0"
"conditions","condit","7","1000","0.007","0","0"
"close","close","7","1000","0.007","0","0"
"caused","caus","7","1000","0.007","0","0"
"care","care","7","1000","0.007","0","0"
"california","california","7","1000","0.007","0","0"
"brutality","brutal","7","1000","0.007","0","0"
"bosnian","bosnian","7","1000","0.007","0","0"
"begin","begin","7","1000","0.007","0","0"
"bad","bad","7","1000","0.007","0","0"
"annual","annual","7","1000","0.007","0","0"
"allow","allow","7","1000","0.007","0","0"
"alleged","alleg","7","1000","0.007","0","0"
"age","age","7","1000","0.007","0","0"
"african-american","african-american","7","1000","0.007","0","0"
"actors","actor","7","1000","0.007","0","0"
"wounded","wound","6","1000","0.006","0","0"
"weekend","weekend","6","1000","0.006","0","0"
"violent","violent","6","1000","0.006","0","0"
"vietnamese","vietnames","6","1000","0.006","0","0"
"video","video","6","1000","0.006","0","0"
"version","version","6","1000","0.006","0","0"
"un","un","6","1000","0.006","0","0"
"turkey","turkey","6","1000","0.006","0","0"
"troubled","troubl","6","1000","0.006","0","0"
"table","tabl","6","1000","0.006","0","0"
"supremacy","supremaci","6","1000","0.006","0","0"
"successful","success","6","1000","0.006","0","0"
"strong","strong","6","1000","0.006","0","0"
"strikes","strike","6","1000","0.006","0","0"
"spike","spike","6","1000","0.006","0","0"
"speaking","speak","6","1000","0.006","0","0"
"slavery","slaveri","6","1000","0.006","0","0"
"seeking","seek","6","1000","0.006","0","0"
"secret","secret","6","1000","0.006","0","0"
"saturday","saturday","6","1000","0.006","0","0"
"reference","refer","6","1000","0.006","0","0"
"received","receiv","6","1000","0.006","0","0"
"pushed","push","6","1000","0.006","0","0"
"published","publish","6","1000","0.006","0","0"
"proposed","propos","6","1000","0.006","0","0"
