term,stem,count,sample_size,ratio,google_w2v_x,google_w2v_y
"ban","ban","11","1000","0.011","0","0"
"assault","assault","11","1000","0.011","0","0"
"allegations","alleg","11","1000","0.011","0","0"
"activists","activist","11","1000","0.011","0","0"
"young","young","10","1000","0.01","0","0"
"warning","warn","10","1000","0.01","0","0"
"turned","turn","10","1000","0.01","0","0"
"troops","troop","10","1000","0.01","0","0"
"terror","terror","10","1000","0.01","0","0"
"special","special","10","1000","0.01","0","0"
"social","social","10","1000","0.01","0","0"
"safe","safe","10","1000","0.01","0","0"
"rules","rule","10","1000","0.01","0","0"
"rise","rise","10","1000","0.01","0","0"
"requires","requir","10","1000","0.01","0","0"
"press","press","10","1000","0.01","0","0"
"presidential","presidenti","10","1000","0.01","0","0"
"potential","potenti","10","1000","0.01","0","0"
"outbreak","outbreak","10","1000","0.01","0","0"
"news","news","10","1000","0.01","0","0"
"mission","mission","10","1000","0.01","0","0"
"mexico","mexico","10","1000","0.01","0","0"
"left","left","10","1000","0.01","0","0"
"iran","iran","10","1000","0.01","0","0"
"institute","institut","10","1000","0.01","0","0"
"history","histori","10","1000","0.01","0","0"
"funding","fund","10","1000","0.01","0","0"
"fight","fight","10","1000","0.01","0","0"
"events","event","10","1000","0.01","0","0"
"disease","diseas","10","1000","0.01","0","0"
"diplomats","diplomat","10","1000","0.01","0","0"
"demand","demand","10","1000","0.01","0","0"
"dealing","deal","10","1000","0.01","0","0"
"create","creat","10","1000","0.01","0","0"
"confronted","confront","10","1000","0.01","0","0"
"condemnation","condemn","10","1000","0.01","0","0"
"class","class","10","1000","0.01","0","0"
"assad","assad","10","1000","0.01","0","0"
"ap","ap","10","1000","0.01","0","0"
"administration","administr","10","1000","0.01","0","0"
"acts","act","10","1000","0.01","0","0"
"abuse","abus","10","1000","0.01","0","0"
"zones","zone","9","1000","0.009","0","0"
"witnesses","wit","9","1000","0.009","0","0"
"weapons","weapon","9","1000","0.009","0","0"
"terrorist","terrorist","9","1000","0.009","0","0"
"team","team","9","1000","0.009","0","0"
"talk","talk","9","1000","0.009","0","0"
"strike","strike","9","1000","0.009","0","0"
"russia","russia","9","1000","0.009","0","0"
"represented","repres","9","1000","0.009","0","0"
"rebels","rebel","9","1000","0.009","0","0"
"racism","racism","9","1000","0.009","0","0"
"racial","racial","9","1000","0.009","0","0"
"race","race","9","1000","0.009","0","0"
"poverty","poverti","9","1000","0.009","0","0"
"population","popul","9","1000","0.009","0","0"
"photo","photo","9","1000","0.009","0","0"
"phase","phase","9","1000","0.009","0","0"
"personal","person","9","1000","0.009","0","0"
"peacekeeping","peacekeep","9","1000","0.009","0","0"
"palestinian","palestinian","9","1000","0.009","0","0"
"murders","murder","9","1000","0.009","0","0"
"minneapolis","minneapoli","9","1000","0.009","0","0"
"migrants","migrant","9","1000","0.009","0","0"
"led","led","9","1000","0.009","0","0"
"judge","judg","9","1000","0.009","0","0"
"iraq","iraq","9","1000","0.009","0","0"
"impact","impact","9","1000","0.009","0","0"
"identified","identifi","9","1000","0.009","0","0"
"house","hous","9","1000","0.009","0","0"
"high","high","9","1000","0.009","0","0"
"good","good","9","1000","0.009","0","0"
"form","form","9","1000","0.009","0","0"
"escalation","escal","9","1000","0.009","0","0"
"earlier","earlier","9","1000","0.009","0","0"
"donald","donald","9","1000","0.009","0","0"
"demonstrations","demonstr","9","1000","0.009","0","0"
"considered","consid","9","1000","0.009","0","0"
"conservation","conserv","9","1000","0.009","0","0"
"civilians","civilian","9","1000","0.009","0","0"
"care","care","9","1000","0.009","0","0"
"advance","advanc","9","1000","0.009","0","0"
"accepted","accept","9","1000","0.009","0","0"
"year-old","year-old","8","1000","0.008","0","0"
"wrote","wrote","8","1000","0.008","0","0"
"widespread","widespread","8","1000","0.008","0","0"
"trend","trend","8","1000","0.008","0","0"
"training","train","8","1000","0.008","0","0"
"threatened","threaten","8","1000","0.008","0","0"
"television","televis","8","1000","0.008","0","0"
"surged","surg","8","1000","0.008","0","0"
"students","student","8","1000","0.008","0","0"
"stand","stand","8","1000","0.008","0","0"
"solutions","solut","8","1000","0.008","0","0"
"society","societi","8","1000","0.008","0","0"
"situation","situat","8","1000","0.008","0","0"
"sex","sex","8","1000","0.008","0","0"
"running","run","8","1000","0.008","0","0"
"released","releas","8","1000","0.008","0","0"
"reached","reach","8","1000","0.008","0","0"
"previous","previous","8","1000","0.008","0","0"
"pressure","pressur","8","1000","0.008","0","0"
"post","post","8","1000","0.008","0","0"
"physical","physic","8","1000","0.008","0","0"
"passed","pass","8","1000","0.008","0","0"
"militant","milit","8","1000","0.008","0","0"
"measures","measur","8","1000","0.008","0","0"
"mandela","mandela","8","1000","0.008","0","0"
"management","manag","8","1000","0.008","0","0"
"launched","launch","8","1000","0.008","0","0"
"large","larg","8","1000","0.008","0","0"
"language","languag","8","1000","0.008","0","0"
"jobs","job","8","1000","0.008","0","0"
"israel","israel","8","1000","0.008","0","0"
"islamic","islam","8","1000","0.008","0","0"
"intelligence","intellig","8","1000","0.008","0","0"
"great","great","8","1000","0.008","0","0"
"generations","generat","8","1000","0.008","0","0"
"future","futur","8","1000","0.008","0","0"
"feeling","feel","8","1000","0.008","0","0"
"early","earli","8","1000","0.008","0","0"
"died","die","8","1000","0.008","0","0"
"developed","develop","8","1000","0.008","0","0"
"describes","describ","8","1000","0.008","0","0"
"data","data","8","1000","0.008","0","0"
"dangerous","danger","8","1000","0.008","0","0"
"covid","covid","8","1000","0.008","0","0"
"contributed","contribut","8","1000","0.008","0","0"
"confirmed","confirm","8","1000","0.008","0","0"
"compared","compar","8","1000","0.008","0","0"
"committee","committe","8","1000","0.008","0","0"
"clashes","clash","8","1000","0.008","0","0"
"bank","bank","8","1000","0.008","0","0"
"arrest","arrest","8","1000","0.008","0","0"
"arab","arab","8","1000","0.008","0","0"
"allow","allow","8","1000","0.008","0","0"
"address","address","8","1000","0.008","0","0"
"western","western","7","1000","0.007","0","0"
"watching","watch","7","1000","0.007","0","0"
"voters","voter","7","1000","0.007","0","0"
"variant","variant","7","1000","0.007","0","0"
"understand","understand","7","1000","0.007","0","0"
"total","total","7","1000","0.007","0","0"
"suffered","suffer","7","1000","0.007","0","0"
"success","success","7","1000","0.007","0","0"
"story","stori","7","1000","0.007","0","0"
"spike","spike","7","1000","0.007","0","0"
"serious","serious","7","1000","0.007","0","0"
"regime","regim","7","1000","0.007","0","0"
"received","receiv","7","1000","0.007","0","0"
"rally","ralli","7","1000","0.007","0","0"
"quickly","quick","7","1000","0.007","0","0"
"product","product","7","1000","0.007","0","0"
"private","privat","7","1000","0.007","0","0"
"prison","prison","7","1000","0.007","0","0"
"positions","posit","7","1000","0.007","0","0"
"pizza","pizza","7","1000","0.007","0","0"
"northern","northern","7","1000","0.007","0","0"
"negotiations","negoti","7","1000","0.007","0","0"
"mokopane","mokopan","7","1000","0.007","0","0"
"meet","meet","7","1000","0.007","0","0"
"limited","limit","7","1000","0.007","0","0"
"leaving","leav","7","1000","0.007","0","0"
"lawsuit","lawsuit","7","1000","0.007","0","0"
"largest","largest","7","1000","0.007","0","0"
"kingdom","kingdom","7","1000","0.007","0","0"
"kids","kid","7","1000","0.007","0","0"
"key","key","7","1000","0.007","0","0"
"john","john","7","1000","0.007","0","0"
"infected","infect","7","1000","0.007","0","0"
"important","import","7","1000","0.007","0","0"
"immigration","immigr","7","1000","0.007","0","0"
"highest","highest","7","1000","0.007","0","0"
"hands","hand","7","1000","0.007","0","0"
"guy","guy","7","1000","0.007","0","0"
"ground","ground","7","1000","0.007","0","0"
"girl","girl","7","1000","0.007","0","0"
"game","game","7","1000","0.007","0","0"
"federal","feder","7","1000","0.007","0","0"
"facebook","facebook","7","1000","0.007","0","0"
"engagement","engag","7","1000","0.007","0","0"
"emergency","emerg","7","1000","0.007","0","0"
"egypt","egypt","7","1000","0.007","0","0"
"economies","economi","7","1000","0.007","0","0"
"dozens","dozen","7","1000","0.007","0","0"
"district","district","7","1000","0.007","0","0"
"deploy","deploy","7","1000","0.007","0","0"
"costs","cost","7","1000","0.007","0","0"
"coronavirus","coronavirus","7","1000","0.007","0","0"
"continent","contin","7","1000","0.007","0","0"
"conference","confer","7","1000","0.007","0","0"
"citing","cite","7","1000","0.007","0","0"
"caused","caus","7","1000","0.007","0","0"
"candidates","candid","7","1000","0.007","0","0"
"bringing","bring","7","1000","0.007","0","0"
"brazil","brazil","7","1000","0.007","0","0"
"blame","blame","7","1000","0.007","0","0"
"biggest","biggest","7","1000","0.007","0","0"
"aware","awar","7","1000","0.007","0","0"
"average","averag","7","1000","0.007","0","0"
"attempt","attempt","7","1000","0.007","0","0"
"asylum","asylum","7","1000","0.007","0","0"
"argued","argu","7","1000","0.007","0","0"
"april","april","7","1000","0.007","0","0"
"announced","announc","7","1000","0.007","0","0"
"ambassador","ambassador","7","1000","0.007","0","0"
"aimed","aim","7","1000","0.007","0","0"
"agreement","agreement","7","1000","0.007","0","0"
"worry","worri","6","1000","0.006","0","0"
"weekend","weekend","6","1000","0.006","0","0"
"voices","voic","6","1000","0.006","0","0"
"virus","virus","6","1000","0.006","0","0"
"vehicle","vehicl","6","1000","0.006","0","0"
"un","un","6","1000","0.006","0","0"
"ultimately","ultim","6","1000","0.006","0","0"
"toll","toll","6","1000","0.006","0","0"
"spent","spent","6","1000","0.006","0","0"
"son","son","6","1000","0.006","0","0"
"single","singl","6","1000","0.006","0","0"
"share","share","6","1000","0.006","0","0"
"severe","sever","6","1000","0.006","0","0"
"service","servic","6","1000","0.006","0","0"
"sea","sea","6","1000","0.006","0","0"
"scores","score","6","1000","0.006","0","0"
"save","save","6","1000","0.006","0","0"
"role","role","6","1000","0.006","0","0"
"resort","resort","6","1000","0.006","0","0"
"resolve","resolv","6","1000","0.006","0","0"
"relations","relat","6","1000","0.006","0","0"
"red","red","6","1000","0.006","0","0"
"raising","rais","6","1000","0.006","0","0"
"promote","promot","6","1000","0.006","0","0"
"poses","pose","6","1000","0.006","0","0"
"players","player","6","1000","0.006","0","0"
"playing","play","6","1000","0.006","0","0"
"picture","pictur","6","1000","0.006","0","0"
"outside","outsid","6","1000","0.006","0","0"
"opposition","opposit","6","1000","0.006","0","0"
"ongoing","ongo","6","1000","0.006","0","0"
"oil","oil","6","1000","0.006","0","0"
"november","novemb","6","1000","0.006","0","0"
"night","night","6","1000","0.006","0","0"
"nigeria","nigeria","6","1000","0.006","0","0"
"neighborhood","neighborhood","6","1000","0.006","0","0"
"neighbors","neighbor","6","1000","0.006","0","0"
"muslim","muslim","6","1000","0.006","0","0"
"monitors","monitor","6","1000","0.006","0","0"
"moment","moment","6","1000","0.006","0","0"
"minister","minist","6","1000","0.006","0","0"
"medical","medic","6","1000","0.006","0","0"
"mark","mark","6","1000","0.006","0","0"
"mall","mall","6","1000","0.006","0","0"
"lockdown","lockdown","6","1000","0.006","0","0"
"libya","libya","6","1000","0.006","0","0"
"legislation","legisl","6","1000","0.006","0","0"
"june","june","6","1000","0.006","0","0"
"johannesburg","johannesburg","6","1000","0.006","0","0"
"israeli","isra","6","1000","0.006","0","0"
"islands","island","6","1000","0.006","0","0"
"interview","interview","6","1000","0.006","0","0"
"instability","instabl","6","1000","0.006","0","0"
"inside","insid","6","1000","0.006","0","0"
"injured","injur","6","1000","0.006","0","0"
"initially","initi","6","1000","0.006","0","0"
"india","india","6","1000","0.006","0","0"
"incite","incit","6","1000","0.006","0","0"
"incidents","incid","6","1000","0.006","0","0"
"improving","improv","6","1000","0.006","0","0"
"immediate","immedi","6","1000","0.006","0","0"
"images","imag","6","1000","0.006","0","0"
"illegal","illeg","6","1000","0.006","0","0"
"humanitarian","humanitarian","6","1000","0.006","0","0"
"homes","home","6","1000","0.006","0","0"
"hold","hold","6","1000","0.006","0","0"
"hit","hit","6","1000","0.006","0","0"
"hates","hate","6","1000","0.006","0","0"
"happened","happen","6","1000","0.006","0","0"
"gender","gender","6","1000","0.006","0","0"
"gays","gay","6","1000","0.006","0","0"
"friend","friend","6","1000","0.006","0","0"
"french","french","6","1000","0.006","0","0"
"freedom","freedom","6","1000","0.006","0","0"
"fleeing","flee","6","1000","0.006","0","0"
"finding","find","6","1000","0.006","0","0"
"financial","financi","6","1000","0.006","0","0"
"filed","file","6","1000","0.006","0","0"
"failing","fail","6","1000","0.006","0","0"
"evidence","evid","6","1000","0.006","0","0"
"european","european","6","1000","0.006","0","0"
"establishment","establish","6","1000","0.006","0","0"
"enforcement","enforc","6","1000","0.006","0","0"
"eastern","eastern","6","1000","0.006","0","0"
"drones","drone","6","1000","0.006","0","0"
"dr","dr","6","1000","0.006","0","0"
"donation","donat","6","1000","0.006","0","0"
"displaced","displac","6","1000","0.006","0","0"
"direct","direct","6","1000","0.006","0","0"
"determine","determin","6","1000","0.006","0","0"
"destruction","destruct","6","1000","0.006","0","0"
"department","depart","6","1000","0.006","0","0"
"denied","deni","6","1000","0.006","0","0"
"delivering","deliv","6","1000","0.006","0","0"
"decision","decis","6","1000","0.006","0","0"
"dark","dark","6","1000","0.006","0","0"
"current","current","6","1000","0.006","0","0"
"crossing","cross","6","1000","0.006","0","0"
"crisis","crisi","6","1000","0.006","0","0"
"closely","close","6","1000","0.006","0","0"
"climate","climat","6","1000","0.006","0","0"
"chief","chief","6","1000","0.006","0","0"
"chicago","chicago","6","1000","0.006","0","0"
"charlottesville","charlottesvill","6","1000","0.006","0","0"
"book","book","6","1000","0.006","0","0"
"body","bodi","6","1000","0.006","0","0"
"believed","believ","6","1000","0.006","0","0"
"behind","behind","6","1000","0.006","0","0"
"behavior","behavior","6","1000","0.006","0","0"
"begin","begin","6","1000","0.006","0","0"
"appeared","appear","6","1000","0.006","0","0"
"analysis","analysi","6","1000","0.006","0","0"
"al","al","6","1000","0.006","0","0"
"afghanistan","afghanistan","6","1000","0.006","0","0"
"advocates","advoc","6","1000","0.006","0","0"
"addition","addit","6","1000","0.006","0","0"
"activity","activ","6","1000","0.006","0","0"
"yemen","yemen","5","1000","0.005","0","0"
"wounded","wound","5","1000","0.005","0","0"
"wisconsin","wisconsin","5","1000","0.005","0","0"
"website","websit","5","1000","0.005","0","0"
"water","water","5","1000","0.005","0","0"
"wall","wall","5","1000","0.005","0","0"
"violating","violat","5","1000","0.005","0","0"
"urged","urg","5","1000","0.005","0","0"
"uk","uk","5","1000","0.005","0","0"
"trip","trip","5","1000","0.005","0","0"
"transit","transit","5","1000","0.005","0","0"
"transformed","transform","5","1000","0.005","0","0"
"trade","trade","5","1000","0.005","0","0"
"tolerate","toler","5","1000","0.005","0","0"
"thought","thought","5","1000","0.005","0","0"
"testing","test","5","1000","0.005","0","0"
"territory","territori","5","1000","0.005","0","0"
"terms","term","5","1000","0.005","0","0"
"tensions","tension","5","1000","0.005","0","0"
"suspects","suspect","5","1000","0.005","0","0"
"supply","suppli","5","1000","0.005","0","0"
"suggested","suggest","5","1000","0.005","0","0"
"sub-saharan","sub-saharan","5","1000","0.005","0","0"
"struggle","struggl","5","1000","0.005","0","0"
"stage","stage","5","1000","0.005","0","0"
"speech","speech","5","1000","0.005","0","0"
"span","span","5","1000","0.005","0","0"
"space","space","5","1000","0.005","0","0"
"shocked","shock","5","1000","0.005","0","0"
"ships","ship","5","1000","0.005","0","0"
"sessions","session","5","1000","0.005","0","0"
"served","serv","5","1000","0.005","0","0"
"secretary","secretari","5","1000","0.005","0","0"
"season","season","5","1000","0.005","0","0"
"scene","scene","5","1000","0.005","0","0"
"saturday","saturday","5","1000","0.005","0","0"
"safety","safeti","5","1000","0.005","0","0"
"review","review","5","1000","0.005","0","0"
"revealed","reveal","5","1000","0.005","0","0"
"reuters","reuter","5","1000","0.005","0","0"
"restrictions","restrict","5","1000","0.005","0","0"
"resistance","resist","5","1000","0.005","0","0"
"remove","remov","5","1000","0.005","0","0"
"refugees","refuge","5","1000","0.005","0","0"
"reforms","reform","5","1000","0.005","0","0"
"record","record","5","1000","0.005","0","0"
"reasons","reason","5","1000","0.005","0","0"
"rate","rate","5","1000","0.005","0","0"
"ranging","rang","5","1000","0.005","0","0"
"push","push","5","1000","0.005","0","0"
"pursue","pursu","5","1000","0.005","0","0"
"published","publish","5","1000","0.005","0","0"
