term,stem,count,sample_size,ratio,google_w2v_x,google_w2v_y
"violence","violenc","161","1000","0.161","-0.5666266387800192","1.1927041630668258"
"djibouti","djibouti","153","1000","0.153","",""
"ethiopia","ethiopia","133","1000","0.133","1.296770969425509","0.24400857557427405"
"yemen","yemen","113","1000","0.113","0.8304091620668471","0.2322853017013324"
"sudan","sudan","79","1000","0.079","1.337187452403948","0.32410701457175584"
"africa","africa","73","1000","0.073","2.233893705977047","0.12237671265679245"
"libya","libya","60","1000","0.06","1.4643615293721548","0.8275077739444624"
"kenya","kenya","56","1000","0.056","1.6477470029768342","0.18586508692931664"
"refugees","refuge","55","1000","0.055","-0.3430398321017623","1.2119047590522194"
"somalia","somalia","54","1000","0.054","1.1973589567073586","0.6748661033752972"
"mali","mali","54","1000","0.054","1.2891130043278884","-0.03258791580325466"
"eritrea","eritrea","49","1000","0.049","",""
"ethiopian","ethiopian","47","1000","0.047","0.6623235720532813","0.16353365572097053"
"african","african","46","1000","0.046","2.044338620442755","-0.010905497525863846"
"united","unit","43","1000","0.043","-0.08854391729563867","0.009209500586417823"
"egypt","egypt","39","1000","0.039","1.8574017782975871","0.3144963714799293"
"ambassador","ambassador","37","1000","0.037","-0.5619549877531985","0.223345307558821"
"tigray","tigray","35","1000","0.035","",""
"ethnic","ethnic","35","1000","0.035","-0.15248401723148272","0.694920649165765"
"nations","nation","33","1000","0.033","-0.05246044969861443","0.5132463972863095"
"saudi","saudi","31","1000","0.031","1.737594698844489","0.21187787615139855"
"yemeni","yemeni","29","1000","0.029","",""
"migrants","migrant","26","1000","0.026","-0.3581293612346129","1.0923666991884624"
"armed","arm","26","1000","0.026","-0.41772287341038333","0.6889181711416361"
"nominee","nomine","25","1000","0.025","-0.4047712451457106","-0.19452349489630874"
"humanitarian","humanitarian","25","1000","0.025","-0.4968545824333338","1.0445320410429413"
"french","french","25","1000","0.025","1.8202476409097659","-0.41044883089065465"
"northern","northern","24","1000","0.024","-0.32031719622802274","0.033154978274178806"
"displaced","displac","24","1000","0.024","-0.6327527273073154","0.44757504785229785"
"conflicts","conflict","24","1000","0.024","-0.5133930576718148","0.29440226923838114"
"american","american","23","1000","0.023","2.016504927143876","-0.294865266622618"
"rebels","rebel","22","1000","0.022","-0.3667732690322731","2.198739383755403"
"libyan","libyan","21","1000","0.021","0.652754488957594","0.3166058912660097"
"fleeing","flee","21","1000","0.021","-0.6110495644732216","0.365604929090172"
"arabia","arabia","21","1000","0.021","0.62888920733077","-0.04840392674723139"
"syria","syria","19","1000","0.019","1.402291484638252","0.607543012357273"
"niger","niger","19","1000","0.019","1.0025039851968187","-0.10192947160529527"
